Project Type,Budget Line,Budget Line Title,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount,Total Budget $
PO,PO 0163,ACQUISITION AND INSTALLATION OF COMPUTER EQUIPMENT,2021,77517367,34281000,11354000,6000000,129152367
PO,PO 0185,"VEHICLES OF AT LEAST $35,000 AFTER NOVEMBER 1, 1999",2021,7244953,4257000,6753000,8932000,27186953
PO,PO 0187,PURCHASE OF NEW EQUIPMENT FOR POLICE DPT. USE,2021,1572845,1449000,851000,445000,4317845
PU,PU 0016,"PURCHASE OF ELECTRONIC DATA PROCESSING SOFTWARE, HARDWARE AND INFRA.",2021,216310867,222986000,178501000,138110000,755907867
PU,PU 0016A,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR FISA,2021,0,8012025,12930000,11865000,32807025
PU,PU 0025,ENERGY EFFICIENCY AND SUSTAINABILITY,2021,149262646,307434000,306991000,367873000,1131560646
PU,PU 0100,CITYWIDE RESILIENCY MEASURES,2021,241851000,477288000,6460000,32000000,757599000
PU,PU 0200,CITYWIDE AGENCY FACILITY AND OPERATIONAL PROTECTIVE MEASURES,2021,0,0,0,123210581,123210581
PV,PV KN028,ISSUE PROJECT ROOM,2021,1038,0,0,0,1038
PV,PV KN053,BILLIE HOLIDAY THEATER,2021,0,0,471,0,471
PV,PV KN072,BROOKLYN HISTORICAL SOCIETY,2021,0,417,0,0,417
PV,PV KN767,"ROOFTOP FILMS, INC",2021,101,0,0,0,101
PV,PV KN922,BROOKLYN CONSERVATORY OF MUSIC (BKCM),2021,744000,0,0,0,744000
PV,PV K235,"BROOKLYN MUSEUM, IMPROVEMENTS",2021,0,0,0,901490,901490
PV,PV K262,"BROOKLYN CHILDREN'S MUSEUM, IMPROVEMENTS",2021,0,0,129,0,129
PV,PV MN187,STUDIO IN A SCHOOL.,2021,0,0,0,42,42
PV,PV MN329,"PLAYWRIGHTS HORIZONS, INC.",2021,0,0,0,143,143
PV,PV MN354,ROUNDABOUT THEATRE COMPANY,2021,78,0,0,0,78
PV,PV MN409,SYMPHONY SPACE,2021,0,225,0,0,225
PV,PV MN421,CHILDREN'S MUSEUM OF THE ARTS,2021,0,0,227,0,227
PV,PV MN831,"GINA GIBNEY DANCE, INC.",2021,0,0,79,0,79
PV,PV MN933,BLOOMINGDALE SCHOOL OF MUSIC,2021,0,428,0,0,428
PV,PV QN332,POPPENHUSEN INSTITUTE,2021,0,0,0,1051,1051
PV,PV QN413,THEATER ET AL INC. D/B/A THE CHOCOLATE FACTORY,2021,0,0,0,396,396
PV,PV Q040,FLUSHING TOWN HALL,2021,0,0,0,195,195
PV,PV Q050,"MUSEUM OF THE MOVING IMAGE, THE AMERICAN",2021,0,0,0,841,841
PV,PV Q502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",2021,0,0,38600,0,38600
PV,PV RN406,CASA BELVEDERE,2021,17999,0,0,0,17999
PV,PV R302,"STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES, IMPROVEMENTS",2021,269,0,0,0,269
PV,PV R341,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",2021,0,950,0,0,950
PV,PV XN448,BRONXNET,2021,0,903,0,0,903
PV,PV XN678,BRONX COUNCIL ON THE ARTS,2021,999,0,0,0,999
PV,PV X467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",2021,595,0,0,0,595
PV,PV 0N01L,UNIVERSAL HIP HOP MUSEUM,2021,4000000,0,0,0,4000000
PV,PV 0N031,"ARC ON 4TH STREET, INC. (ARTISTS, RESIDENCE, COMMUNITY)",2021,0,25929,0,0,25929
PV,PV 0N042,BALLET HISPANICO,2021,0,99000,0,0,99000
PV,PV 0N072,BROOKLYN HISTORICAL SOCIETY,2021,0,65659,0,0,65659
PV,PV 0N161,FOURTH ARTS BLOCK,2021,12996,0,0,0,12996
PV,PV 0N176,GUGGENHEIM MUSEUM,2021,0,13000,0,0,13000
PV,PV 0N196,IRISH REPERTORY THEATRE,2021,190,0,0,0,190
PV,PV 0N222,JOYCE THEATER,2021,0,0,54695,0,54695
PV,PV 0N258,"MARK MORRIS DANCE GROUP (DISCALCED, INC.)",2021,0,32000,0,0,32000
PV,PV 0N354,ROUNDABOUT THEATRE COMPANY,2021,7000,0,0,0,7000
PV,PV 0N394,SOUTH STREET SEAPORT MUSEUM,2021,0,0,0,108486,108486
PV,PV 0N411,TEATRO CIRCULO,2021,13750,0,0,0,13750
PV,PV 0N423,THE JEWISH MUSEUM,2021,0,14000,0,0,14000
PV,PV 0N741,"CHINA INSTITUTE IN AMERICA, INC.",2021,0,9946,0,0,9946
PV,PV 0N818,RATTLESTICK PRODUCTIONS INC.,2021,0,13,0,0,13
PV,PV 0N860,JACQUES MARCHAIS MUSEUM OF TIBETAN ART,2021,0,68000,0,0,68000
PV,PV 0N949,ARS NOVA THEATER,2021,0,57797,0,21000,78797
PV,PV 0N954,NOBLE MARITIME COLLECTION,2021,0,0,308000,0,308000
PV,PV 0N960,"THE JAPAN SOCIETY, INC.",2021,25000,0,0,0,25000
PV,PV 0001,LOUIS ARMSTRONG HOUSE,2021,381189,0,0,50000,431189
PV,PV 0022,"METROPOLITAN MUSEUM OF ART, IMPROVEMENTS",2021,0,2502606,0,0,2502606
PV,PV 0040,FLUSHING TOWN HALL,2021,0,271554,0,80000,351554
PV,PV 0101,RECONSTRUCTION AND IMPROVEMENTS TO THE MUSEUM OF JEWISH HERITAGE,2021,0,0,0,4000,4000
PV,PV 0175,"STATEN ISLAND ZOOLOGICAL SOCIETY, IMPROVEMENTS",2021,0,0,0,379719,379719
PV,PV 0230,"NEW YORK AQUARIUM, IMPROVEMENTS",2021,0,7005447,0,1250000,8255447
PV,PV 0234,"CLEMENTE SOTO VELEZ CULTURAL AND EDUCATIONAL CENTER, INC.",2021,0,2675000,0,0,2675000
PV,PV 0235,"BROOKLYN MUSEUM, IMPROVEMENTS",2021,0,0,3140005,5373000,8513005
PV,PV 0272,"QUEENS BOTANICAL GARDEN SOCIETY, IMPROVEMENTS",2021,0,1354734,0,0,1354734
PV,PV 0274,"HALL OF SCIENCE, FLUSHING MEADOW PARK, ADDITIONS, BETTERMENTS",2021,0,0,0,1218708,1218708
PV,PV 0302,"STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES, IMPROVEMENTS",2021,0,331482,0,0,331482
PV,PV 0341,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",2021,0,25206,32000,7000,64206
PV,PV 0464,WAVE HILL ENVIRONMENTAL CENTER IMPROVEMENTS,2021,0,0,0,364917,364917
PV,PV 0467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",2021,0,7982846,4000000,11568000,23550846
PV,PV 0471,"BRONX MUSEUM OF THE ARTS, IMPROVEMENTS",2021,0,0,272294,0,272294
PV,PV 0475,NEW YORK STATE THEATER ALTERATIONS AND IMPROVEMENTS.,2021,0,0,387402,0,387402
PV,PV 0477,"STATEN ISLAND CHILDREN'S MUSEUM, IMPROVEMENTS",2021,0,38887,0,0,38887
PV,PV 0490,"SNUG HARBOR, IMPROVEMENTS",2021,0,1190364,300000,0,1490364
PV,PV 0501,"P.S.1 (ART INSTITUTE), RECONSTRUCTION AND IMPROVEMENTS",2021,0,0,0,415432,415432
PV,PV 0502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",2021,0,0,279634,18000,297634
PV,PV 0788,THE 122 COMMUNITY CENTER INC.,2021,231305,58000,0,0,289305
PW,PW KN325,PER SCHOLAS,2021,216,0,0,0,216
PW,PW KN941,JEWISH COMMUNITY COUNCIL OF MARINE PARK (JCCMP),2021,122,0,0,0,122
PW,PW MN237,JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES,2021,34122,0,0,0,34122
PW,PW MN425,NEW YORK CITY MISSION SOCIETY,2021,150,0,0,0,150
PW,PW QN620,MASPETH TOWN HALL,2021,839,0,0,0,839
PW,PW XN237,JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES,2021,36000,0,0,0,36000
PW,PW XN630,MADISON SQUARE BOYS AND GIRLS CLUB,2021,0,0,301,0,301
PW,PW 0N055,BOROUGH PARK JEWISH COMMUNITY CENTER,2021,0,0,400000,0,400000
PW,PW 0077,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, CITYWIDE",2021,84762638,90430000,48142000,38292000,261626638
PW,PW 0080,"2 LAFAYETTE STREET, MANHATTAN",2021,0,1009948,0,13200000,14209948
PW,PW 0193,"MUNICIPAL BUILDING, MANHATTAN, SPACE ALTERATIONS",2021,9092849,1165000,0,0,10257849
PW,PW 0195,"RECONSTRUCTION OF 80 CENTRE STREET, MANHATTAN",2021,0,1976550,415000,4200000,6591550
PW,PW 0266,"125 WORTH STREET, MANHATTAN",2021,0,0,1759399,0,1759399
PW,PW 0282,"ADA COMPLIANCE, CITYWIDE",2021,0,3346306,3215000,1725000,8286306
PW,PW 0291,BROOKLYN BOROUGH HALL,2021,452144,4548000,0,0,5000144
PW,PW 0293,"LOCAL LAW 5 IMPROVEMENTS, CITYWIDE",2021,0,61436736,92062000,6895000,160393736
PW,PW 0308,PURCHASE OF EQUIPMENT FOR CITY PURPOSES,2021,1158015,516000,275000,285000,2234015
PW,PW 0311,"SURVEYS IN CONNECTION WITH CAPITAL PROJECTS, CITYWIDE",2021,0,82026,0,0,82026
PW,PW 0316,"280 BROADWAY, MANHATTAN",2021,0,0,1830338,0,1830338
PW,PW 0317,"LOCAL LAW 11 IMPROVEMENTS, CITYWIDE",2021,0,1328429,23594000,0,24922429
PW,PW 0322,"345 ADAMS STREET, BROOKLYN",2021,13433132,0,998000,0,14431132
PW,PW 0324,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DCAS,2021,1123854,7684000,6043000,4575000,19425854
PW,PW 0326,"IMPROVEMENTS TO LONG TERM LEASED FACILITIES, CITYWIDE.",2021,0,31581733,42333000,37473000,111387733
PW,PW 0335,"ABATEMENT OF UNSAFE CONDITIONS ON CITY PROPERTY, CITYWIDE",2021,0,733134,0,1300000,2033134
PW,PW 0348,VAPOR CONTROL IMPROVEMENTS,2021,65329862,44392000,0,0,109721862
PW,PW 0357,"253 BROADWAY, MANHATTAN",2021,13724502,1216000,13993000,0,28933502
RE,RE 0025,DEVELOPMENT OF CITY OWNED PROPERTY,2021,0,0,0,3035816,3035816
S,S  0129,COLLECTION TRUCKS AND EQUIPMENT,2021,338782828,182626000,164475000,164487000,850370828
S,S  0136,"GARAGES AND OTHER FACILITIES, IMPROVEMENTS",2021,197552897,129839000,175221000,39689000,542301897
S,S  0186,"SANITATION GARAGE FOR DISTRICT 3/3A, BROOKLYN",2021,0,1601860,0,0,1601860
S,S  0216,"CONSTRUCTION, RECONSTRUCTION MARINE TRANSFER STATIONS",2021,0,16861294,3750000,3849000,24460294
S,S  0219,"CONSTRUCTION, SANITATION GARAGE, DISTICT 1/2/5, MANHATTAN",2021,270190,0,0,0,270190
S,S  0222,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DPT. SANITATION,2021,4163297,3500000,3500000,4607000,15770297
S,S  0244,CONSTRUCT MANHATTAN 4/4A/7 GARAGE,2021,0,0,1350170,0,1350170
S,S  0248,"CONS OF SANITATION GARAGE DISTRICTS 9, 10 & 11, THE BRONX",2021,33900368,0,239623000,0,273523368
SE,SE 0002K,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BROOKLYN",2021,11404,0,0,0,11404
SE,SE 0002M,"CONSTR. & RECONSTR. SANITARY & COMBINED SEWERS, MANHATTAN",2021,109999,0,0,0,109999
SE,SE 0002R,"CONST. & RECONST. OF SANITARY & COMBINED SEWERS, STATEN ISLAND",2021,162850,0,0,0,162850
SE,SE 0004,HIGH LEVEL STORM SEWERS,2021,5683628,15936000,2239000,13492000,37350628
SE,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),2021,27430760,18935000,31977000,17557000,95899760
SE,SE 0200K,"CONSTR. & RECONSTR. STORM SEWERS, BROOKLYN",2021,0,7568726,143000,1166000,8877726
SE,SE 0200Q,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, QUEENS",2021,0,130001423,210369000,316249000,656619423
SE,SE 0200R,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, STATEN ISLAND",2021,56174645,25782000,50674000,64587000,197217645
SE,SE 0200X,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, BRONX",2021,7815876,890000,686000,0,9391876
SE,SE 0716,"LAND ACQUISITION, STORM WATER MANAGEMENT, STATEN ISLAND",2021,0,0,21372913,10000000,31372913
SE,SE 0789,"STORM SEWER IN B. 63RD STREET, QUEENS",2021,0,4064999,0,0,4064999
SE,SE 0944,"PRIVATE PORTION FOR HIGHWAY PROJECTS, CITYWIDE",2021,2000,0,0,0,2000
T,T  0005A,IMPROVEMENTS RAPID TRANSIT SYSTEM,2021,4000000,4000000,4000000,4000000,16000000
T,T  0007A,"NEW VEHICLES, FACILITIES FOR SURFACE AND MABSTOA",2021,1000000,1000000,1000000,1000000,4000000
T,T  0131,"MISCELLANEOUS RECONSTRUCTION TO LINES UNDER OPERATION, CITY WIDE",2021,49920199,35000000,35000000,35000000,154920199
T,T  0169,VARIOUS TRANSIT AUTHORITY PROJECTS AND PURCHASES,2021,81240000,0,0,0,81240000
TD,TD 0019,PURCHASE OF COMPUTER EQUIPMENT FOR DOT,2021,0,9359190,5666000,4809000,19834190
TF,TF K005,"TRAFFIC IMPROVEMENTS, BROOKLYN",2021,0,424,0,0,424
TF,TF X001,"INSTALLATION OF BOROUGH SPECIFIC SIGNAGE, THE BRONX",2021,75,0,0,0,75
TF,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",2021,0,41598795,39072000,20903000,101573795
TF,TF 0003,PARKING METERS,2021,1800000,3485000,336000,493000,6114000
TF,TF 0502,"STREET LIGHTING DRAW DOWN, CITYWIDE",2021,7569113,140000,1462000,1236000,10407113
TF,TF 0503,"STREET LIGHTING, CITYWIDE",2021,0,164353,442000,72000,678353
WM,WM 0006,TRUNK MAIN EXTENSIONS AND IMPROVEMENTS TO PUMPING STATIONS & BLDGS.,2021,38999,0,0,0,38999
EP,EP 0006,ACQUISITION/RECON/CON LEASED & OWNED FACILITIES BY DEP,2021,0,0,0,5999997,5999997
EP,EP 0007,"MANDATED PAYMENTS FOR PRIVATE GAS UTILITY RELOCATION, DEP, CITYWIDE",2021,20243815,10067000,3933000,2649000,36892815
EP,EP 0009,"IMPROVEMENTS FOR WATER CONSERVATION AND MEASUREMENT, CITYWIDE",2021,25031383,0,0,0,25031383
SE,SE 0001,PROFESSIONAL SERVICES FOR SANITARY AND COMBINED DRAINAGE PLAN PREP.,2021,12830142,200000,141506000,36938000,191474142
SE,SE 0002K,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BROOKLYN",2021,25938040,22805000,59300000,12084000,120127040
SE,SE 0002M,"CONSTR. & RECONSTR. SANITARY & COMBINED SEWERS, MANHATTAN",2021,0,12679937,2314000,2316000,17309937
SE,SE 0002Q,"CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS, QNS.",2021,0,41005485,117059000,20341000,178405485
SE,SE 0002R,"CONST. & RECONST. OF SANITARY & COMBINED SEWERS, STATEN ISLAND",2021,26773187,20934000,21108000,7611000,76426187
SE,SE 0002X,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BRONX",2021,0,8611870,2137000,4000000,14748870
SE,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),2021,0,958000,0,0,958000
SE,SE 0200Q,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, QUEENS",2021,250000,0,0,0,250000
SE,SE 0432,"ENGINEERING, ARCH., ADMINIS. & OTHER COSTS ETC., DEPT. OF ENV. PROT.",2021,0,7468309,7500000,12953000,27921309
SE,SE 0740,"CONSTRUCTION OF SANITARY SEWERS IN ROCKLAND AVENUE, STATEN ISLAND",2021,0,0,7687350,0,7687350
SE,SE 0750,"CONSTRUCTION AND RECONSTRUCTION OF CATCH BASINS, CITYWIDE",2021,0,0,7029641,0,7029641
SE,SE 0758,"GUNITING OF SEWERS, CITYWIDE",2021,16098035,0,0,0,16098035
SE,SE 087HW,SEWER CONTRACTS IN CONJUNCTION WITH DOT WORK,2021,2897142,1292000,0,0,4189142
W,W  0005,ADDITIONAL WATER SUPPLY EMERGENCY AND PERMANENT,2021,0,0,4697506,8500000,13197506
W,W  0010,CITY TUNNEL NO. 3 STAGE 1,2021,0,15416260,5000000,7300000,27716260
W,W  0013,"CITY TUNNEL NUMBER 3, STAGE 2",2021,4259834,310200000,25900000,26500000,366859834
W,W  0014,KENSICO - CITY TUNNEL,2021,97671294,7000000,26069000,5000000,135740294
W,W  0015,RECONSTRUCTION OF CITY WATER TUNNEL NO. 1,2021,0,964999,0,0,964999
WM,WM 0001,"WATER MAIN EXTENSIONS, CITYWIDE",2021,0,155823969,236139000,92932000,484894969
WM,WM 0006,TRUNK MAIN EXTENSIONS AND IMPROVEMENTS TO PUMPING STATIONS & BLDGS.,2021,0,96951416,94676000,27717000,219344416
WM,WM 0030,IMPROVEMENTS TO STRUCTURES INCL. EQUIP. ON WATER SHEDS OUTSIDE CITY.,2021,47891185,101406000,200403000,397627000,747327185
WM,WM 0105,"WATER SUPPLY IMPROVEMENTS, CITYWIDE",2021,0,53208963,31480000,47360000,132048963
WP,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,2021,617659621,191603000,317267000,594908000,1721437621
WP,WP 0164,NORTH RIVER WATER POLLUTION CONTROL PROJECT,2021,0,3023501,4500000,4500000,12023501
WP,WP 0169,"COMBINED SEWER OVERFLOW ABATEMENT FACILITIES, CITYWIDE",2021,253637157,346570000,195206000,210619000,1006032157
WP,WP 0206,TWENTY SIXTH WARD WATER POLLUTION CONTROL PROJECT,2021,9374572,2300000,2300000,300000,14274572
WP,WP 0247,UPGRADE JAMAICA WATER POLLUTION CONTROL PROJECT,2021,821249,1000000,0,0,1821249
WP,WP 0269,"CONSTRUCTION, RECONSTRUCTION OF PUMPING STATION/FORCE MAINS, CITYWIDE",2021,106072069,87561000,182365000,60714000,436712069
WP,WP 0282,"ENG., ARCH., ADMIN. AND OTHER COSTS, DEPT. OF WATER RESOURCES",2021,0,43283830,60062000,28090000,131435830
WP,WP 0285,"BIONUTRIENT REMOVAL FACILITIES, CITYWIDE",2021,0,1399212,26364000,4000000,31763212
BR,BR 0253,RECONSTRUCTION OF WILLIAMSBURG BRIDGE,2021,0,121571997,0,0,121571997
CS,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",2021,2782510,2350000,784000,0,5916510
CS,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",2021,0,222967,1050000,0,1272967
ED,ED 0075,"ACQUISITION, SITE DEVELOPMENT, CONSTRUCTION & RECONSTRUCTION, CITYWIDE",2021,0,4924276,6710000,72849000,84483276
ED,ED 0319,BROOKLYN NAVY YARD,2021,58426810,0,0,0,58426810
EP,EP 0006,ACQUISITION/RECON/CON LEASED & OWNED FACILITIES BY DEP,2021,8000,0,0,0,8000
F,F  0175,"FACILITY IMPROVEMENTS, CITYWIDE",2021,0,0,0,109929,109929
FA,FA 0021,"FERRY BOATS, TERMINALS, FLOATING EQUIPMENT AND RELATED ITEMS",2021,0,27245558,474000,2937000,30656558
FA,FA 0026,FERRY MAINTENANCE FACILITY,2021,2777154,214000,0,0,2991154
FA,FA 0313,"RECONSTRUCTION OF FERRY VESSELS, STATEN ISLAND TO MANHATTAN SERVICE",2021,0,43898842,0,422000,44320842
HB,HB 0215,"IMPROVEMENTS TO HIGHWAY BRIDGES & STRUCTURES, CITYWIDE.",2021,0,1450019,0,0,1450019
HB,HB 1114,"RECON OF TWO HEMPSTEAD AVE BRIDGES OVER CROSS ISLAND PKWY, QUEENS",2021,0,0,0,36237000,36237000
HB,HB 1120,"RECONSTRUCTION OF 11TH AVE VIADUCT OVER LIRR WEST SIDE YARD, MANHATTA",2021,58413000,0,0,0,58413000
HB,HB 1189,"RECONSTRUCT W 79TH ST/79TH ST BOAT BASIN 30TH ST BRANCH, MANHATTAN",2021,0,41956000,0,0,41956000
HD,HD 0201,"ASSISTED LIVING AND SENIOR HOUSING, CITYWIDE",2021,27445712,25000000,25000000,5000000,82445712
HD,HD 0222,SUPPORTIVE HOUSING,2021,0,0,0,1973634,1973634
HL,HL 0083,"IMPROVEMENTS TO MEDICAL EXAMINER FACILITIES, CITYWIDE",2021,6000,0,0,0,6000
HO,HO 0214,"HOSPITALS, IMPROVEMENTS",2021,314700708,263956000,59398000,11019000,649073708
HO,HO 0410,"EMERGENCY MEDICAL SERVICES, EQUIPMENT",2021,139297,0,0,0,139297
HR,HR 0025,IMPROVEMENTS OF STRUCTURES FOR USE BY DEPARTMENT OF SOCIAL SERVICES,2021,0,2829382,7402000,6121000,16352382
HR,HR 0109,PURCHASE OF EQUIPMENT FOR USE BY HUMAN RESOURCES,2021,0,21160,162000,148000,331160
HR,HR 0110,COMMUNICATION SYSTEM DEVELOPMENT,2021,88913,1144000,1116000,1945000,4293913
HR,HR 0120,COMPUTER EQUIPMENT,2021,0,5383393,1969000,0,7352393
HW,HW 0001,"CONSTRUCTION, RECONSTRUCTION OF HIGHWAYS, RESURFACING OF STREETS",2021,0,240000,0,0,240000
HW,HW 0001K,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., BROOKLYN",2021,5335298,522000,1359000,761000,7977298
HW,HW 0001M,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS ETC., MANHATTAN",2021,39408460,34391000,2580000,1200000,77579460
HW,HW 0001Q,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., QUEENS",2021,0,0,2347637,488000,2835637
HW,HW 0001R,"CONSTRUCTION AND RECONSTRUCTION OF HIGHWAYS, ETC., S.I.",2021,0,0,2287339,0,2287339
HW,HW 0002K,"RESURFACING OF STREETS, BROOKLYN",2021,0,1325247,0,0,1325247
HW,HW 0002Q,"RESURFACING OF STREETS, QUEENS",2021,0,669267,0,0,669267
HW,HW 0002X,"RESURFACING OF STREETS, THE BRONX",2021,84,0,0,0,84
HW,HW 0003,IMPROVEMENTS TO HIGHWAY DEPARTMENT FACILITIES,2021,0,223920,0,0,223920
HW,HW 0200,SIDEWALK CONSTRUCTION,2021,0,1208230,0,172000,1380230
HW,HW 0796,"RECONSTRUCTION OF SCHENCK AVENUE, BROOKLYN",2021,3600000,0,0,0,3600000
HW,HW 0988,"HAZARD ELIMINATION PROGRAM, CITY WIDE",2021,0,6422952,6589000,0,13011952
HW,HW 1670,"RECONSTRUCT ALL STREETS RELATED TO WTC AND CLEANUP, CITYWIDE",2021,0,4542648,836000,604000,5982648
HW,HW 1684,"CONSTRUCTION OF STREETS, MALLS, SQUARES, TRIANGLES, PLANYC",2021,0,3670400,0,0,3670400
P,P  0245K,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRKLYN",2021,0,0,43996,0,43996
P,P  0245M,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, MAN.",2021,0,0,324748,0,324748
P,P  0245R,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, S.I.",2021,514,0,0,0,514
P,P  0581,"ROCKAWAY BEACH, BOARDWALK REDECKING",2021,0,1195997,0,0,1195997
P,P  0697,"CROTONA PARK, REHABILITATION",2021,0,0,79999,0,79999
P,P  0822,"STREET AND PARK TREE PLANTING, CITYWIDE",2021,592396,0,0,0,592396
P,P  0828,RECONSTRUCTION OF BATTERY PARK SEA WALL,2021,251434,0,0,0,251434
P,P  1018,"PARK IMPROVEMENTS, ALL BOROUGHS.",2021,0,0,7386929,132251000,139637929
P,P  1245,"RECONSTRUCTION, WATERFRONT PARKS & PLAYGROUNDS, CITY WIDE",2021,0,1052000,0,0,1052000
P,P  1326,HIGH LINE PARK,2021,0,0,0,999,999
PV,PV 0230,"NEW YORK AQUARIUM, IMPROVEMENTS",2021,0,81000000,0,0,81000000
PW,PW 0319,ACQUISITION OF BUILDINGS AND OTHER REAL PROPERTY,2021,1184000,0,0,0,1184000
S,S  0216,"CONSTRUCTION, RECONSTRUCTION MARINE TRANSFER STATIONS",2021,645814,0,0,0,645814
TF,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",2021,0,3859545,0,0,3859545
TF,TF 0502,"STREET LIGHTING DRAW DOWN, CITYWIDE",2021,774450,116000,0,25000,915450
TF,TF 0503,"STREET LIGHTING, CITYWIDE",2021,0,5295000,0,0,5295000
CO,CO 0272,45 MONROE PL. - BROOKLYN APPELLATE DIVISION COURTHOUSE- 2ND DEPT.,2021,2485868,0,0,4263000,6748868
CS,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",2021,8555745,5685000,1837000,0,16077745
CS,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",2021,0,719971,2580000,0,3299971
E,E  2365,E-2365 SEVENTH FIVE-YEAR EDUCATIONAL FACILITIES CAPITAL PLAN,2021,328530000,326000000,326000000,326000000,1306530000
ED,ED 0409,"MODERNIZATION, RECONSTRUCTION, PIERS, CITYWIDE",2021,0,0,0,16413,16413
FA,FA 0026,FERRY MAINTENANCE FACILITY,2021,364143,0,0,0,364143
FA,FA 0027,"PRIVATE FERRY FACILITIES, BOATS, FLOATING EQUIPMENT, ETC.",2021,0,536999,0,814000,1350999
HB,HB 1120,"RECONSTRUCTION OF 11TH AVE VIADUCT OVER LIRR WEST SIDE YARD, MANHATTA",2021,6000000,0,0,0,6000000
HL,HL 0082,"IMPROVEMENTS TO HEALTH FACILITIES, CITYWIDE",2021,1759484,2341000,855000,640000,5595484
HR,HR 0025,IMPROVEMENTS OF STRUCTURES FOR USE BY DEPARTMENT OF SOCIAL SERVICES,2021,517018,2142000,3504000,2898000,9061018
HR,HR 0109,PURCHASE OF EQUIPMENT FOR USE BY HUMAN RESOURCES,2021,0,0,0,54000,54000
HR,HR 0110,COMMUNICATION SYSTEM DEVELOPMENT,2021,0,585079,510000,930000,2025079
HR,HR 0120,COMPUTER EQUIPMENT,2021,0,1480645,1074000,0,2554645
HW,HW 0001,"CONSTRUCTION, RECONSTRUCTION OF HIGHWAYS, RESURFACING OF STREETS",2021,0,600000,0,0,600000
HW,HW 0001K,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., BROOKLYN",2021,0,0,9181019,1000,9182019
HW,HW 0001Q,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., QUEENS",2021,0,0,3381000,122000,3503000
HW,HW 0001R,"CONSTRUCTION AND RECONSTRUCTION OF HIGHWAYS, ETC., S.I.",2021,0,0,774049,0,774049
HW,HW 0001X,"HIGHWAY REPAVING, BRONX",2021,0,0,323999,0,323999
HW,HW 0200,SIDEWALK CONSTRUCTION,2021,499999,260000,0,0,759999
HW,HW 0988,"HAZARD ELIMINATION PROGRAM, CITY WIDE",2021,0,528687,5092000,0,5620687
HW,HW 1684,"CONSTRUCTION OF STREETS, MALLS, SQUARES, TRIANGLES, PLANYC",2021,1660000,535000,0,300000,2495000
P,P  0007,CONEY ISLAND BOARDWALK IMPROVEMENTS,2021,0,0,0,2560000,2560000
